[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	900 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		python
[runlim] argv[1]:		-m
[runlim] argv[2]:		counterSharp
[runlim] argv[3]:		--amm
[runlim] argv[4]:		/tmp/steuber/experiment/amm.dimacs
[runlim] argv[5]:		--amh
[runlim] argv[6]:		/tmp/steuber/experiment/amh.dimacs
[runlim] argv[7]:		--asm
[runlim] argv[8]:		/tmp/steuber/experiment/asm.dimacs
[runlim] argv[9]:		--ash
[runlim] argv[10]:		/tmp/steuber/experiment/ash.dimacs
[runlim] argv[11]:		--con
[runlim] argv[12]:		/tmp/steuber/experiment/con.dimacs
[runlim] argv[13]:		-d
[runlim] argv[14]:		--function
[runlim] argv[15]:		testfun
[runlim] argv[16]:		--unwind
[runlim] argv[17]:		1000000
[runlim] argv[18]:		/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Mono3_1.c
[runlim] start:			Thu Oct 29 17:13:28 2020
[runlim] main pid:		7996
[counterSharp.util.Config] DEBUG: Input files: ['/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Mono3_1.c']
[counterSharp.source.SourceManager] DEBUG: /tmp/steuber/experiment/tmprlwcpxje.c
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 1000000 --no-assertions --no-assumptions --unwinding-assertions /tmp/steuber/experiment/tmprlwcpxje.c
[runlim] sample:		9.7 time, 10.6 real, 92.2 MB
[runlim] sample:		19.7 time, 20.6 real, 129.3 MB
[runlim] sample:		29.7 time, 30.6 real, 160.8 MB
[runlim] sample:		39.7 time, 40.6 real, 189.2 MB
[runlim] sample:		49.7 time, 50.6 real, 216.7 MB
[runlim] sample:		59.6 time, 60.6 real, 242.5 MB
[runlim] sample:		69.7 time, 70.6 real, 267.3 MB
[runlim] sample:		79.7 time, 80.6 real, 291.5 MB
[runlim] sample:		89.6 time, 90.6 real, 315.2 MB
[runlim] sample:		99.6 time, 100.6 real, 338.4 MB
[runlim] sample:		109.6 time, 110.6 real, 360.3 MB
[runlim] sample:		119.6 time, 120.6 real, 382.8 MB
[runlim] sample:		129.6 time, 130.6 real, 404.7 MB
[runlim] sample:		139.6 time, 140.6 real, 426.1 MB
[runlim] sample:		149.6 time, 150.6 real, 447.7 MB
[runlim] sample:		159.6 time, 160.6 real, 468.8 MB
[runlim] sample:		169.6 time, 170.6 real, 489.4 MB
[runlim] sample:		179.6 time, 180.6 real, 509.9 MB
[runlim] sample:		189.6 time, 190.6 real, 530.0 MB
[runlim] sample:		199.6 time, 200.6 real, 549.8 MB
[runlim] sample:		209.6 time, 210.6 real, 569.4 MB
[runlim] sample:		219.6 time, 220.6 real, 588.8 MB
[runlim] sample:		229.6 time, 230.6 real, 608.1 MB
[runlim] sample:		239.6 time, 240.6 real, 628.2 MB
[runlim] sample:		249.6 time, 250.6 real, 647.3 MB
[runlim] sample:		259.6 time, 260.6 real, 665.6 MB
[runlim] sample:		269.6 time, 270.6 real, 684.2 MB
[runlim] sample:		279.6 time, 280.6 real, 702.4 MB
[runlim] sample:		289.6 time, 290.6 real, 720.5 MB
[runlim] sample:		299.6 time, 300.6 real, 735.9 MB
[runlim] sample:		309.6 time, 310.6 real, 750.4 MB
[runlim] sample:		319.6 time, 320.6 real, 764.5 MB
[runlim] sample:		329.5 time, 330.6 real, 778.9 MB
[runlim] sample:		339.5 time, 340.6 real, 793.1 MB
[runlim] sample:		349.5 time, 350.6 real, 807.5 MB
[runlim] sample:		359.5 time, 360.6 real, 822.0 MB
[runlim] sample:		369.5 time, 370.6 real, 836.4 MB
[runlim] sample:		379.5 time, 380.6 real, 850.6 MB
[runlim] sample:		389.5 time, 390.6 real, 865.0 MB
[runlim] sample:		399.5 time, 400.6 real, 879.4 MB
[runlim] sample:		409.5 time, 410.6 real, 893.3 MB
[runlim] sample:		419.5 time, 420.6 real, 907.5 MB
[runlim] sample:		429.5 time, 430.6 real, 921.7 MB
[runlim] sample:		439.5 time, 440.6 real, 935.8 MB
[runlim] sample:		449.5 time, 450.6 real, 950.3 MB
[runlim] sample:		459.5 time, 460.6 real, 964.7 MB
[runlim] sample:		469.5 time, 470.6 real, 978.9 MB
[runlim] sample:		479.5 time, 480.6 real, 993.1 MB
[runlim] sample:		489.5 time, 490.6 real, 1007.3 MB
[runlim] sample:		499.5 time, 500.6 real, 1021.9 MB
[runlim] sample:		509.5 time, 510.6 real, 1036.6 MB
[runlim] sample:		519.5 time, 520.6 real, 1051.2 MB
[runlim] sample:		529.5 time, 530.6 real, 1065.9 MB
[runlim] sample:		539.5 time, 540.6 real, 1080.4 MB
[runlim] sample:		549.5 time, 550.6 real, 1095.1 MB
[runlim] sample:		559.5 time, 560.6 real, 1109.5 MB
[runlim] sample:		569.5 time, 570.6 real, 1124.0 MB
[runlim] sample:		579.5 time, 580.6 real, 1137.4 MB
