[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	900 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		python
[runlim] argv[1]:		-m
[runlim] argv[2]:		counterSharp
[runlim] argv[3]:		--amm
[runlim] argv[4]:		/tmp/steuber/experiment/amm.dimacs
[runlim] argv[5]:		--amh
[runlim] argv[6]:		/tmp/steuber/experiment/amh.dimacs
[runlim] argv[7]:		--asm
[runlim] argv[8]:		/tmp/steuber/experiment/asm.dimacs
[runlim] argv[9]:		--ash
[runlim] argv[10]:		/tmp/steuber/experiment/ash.dimacs
[runlim] argv[11]:		--con
[runlim] argv[12]:		/tmp/steuber/experiment/con.dimacs
[runlim] argv[13]:		-d
[runlim] argv[14]:		--function
[runlim] argv[15]:		testfun
[runlim] argv[16]:		--unwind
[runlim] argv[17]:		1
[runlim] argv[18]:		/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Problem13_4.c
[runlim] start:			Thu Oct 29 12:38:16 2020
[runlim] main pid:		10690
[counterSharp.util.Config] DEBUG: Input files: ['/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Problem13_4.c']
[runlim] sample:		9.6 time, 10.6 real, 82.8 MB
[counterSharp.source.SourceManager] DEBUG: /tmp/steuber/experiment/tmp28r2u4yc.c
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 1 --no-assertions --no-assumptions --unwinding-assertions /tmp/steuber/experiment/tmp28r2u4yc.c
[runlim] sample:		19.6 time, 20.6 real, 1130.3 MB
[runlim] sample:		29.6 time, 30.6 real, 1249.9 MB
[runlim] sample:		39.6 time, 40.6 real, 1323.1 MB
[runlim] sample:		49.6 time, 50.6 real, 1383.8 MB
[runlim] sample:		59.6 time, 60.6 real, 1427.0 MB
[runlim] sample:		69.6 time, 70.6 real, 1456.4 MB
[runlim] sample:		79.6 time, 80.6 real, 1486.1 MB
[runlim] sample:		89.6 time, 90.6 real, 1508.5 MB
[runlim] sample:		99.6 time, 100.6 real, 1527.3 MB
[runlim] sample:		109.6 time, 110.6 real, 1549.7 MB
[runlim] sample:		119.6 time, 120.6 real, 1570.1 MB
[runlim] sample:		129.6 time, 130.6 real, 1586.9 MB
[runlim] sample:		139.6 time, 140.6 real, 1603.4 MB
[runlim] sample:		149.6 time, 150.6 real, 1618.6 MB
[runlim] sample:		159.6 time, 160.6 real, 1633.3 MB
[runlim] sample:		169.6 time, 170.6 real, 1646.2 MB
[runlim] sample:		179.6 time, 180.6 real, 1666.8 MB
[runlim] sample:		189.6 time, 190.6 real, 1671.7 MB
[runlim] sample:		199.6 time, 200.6 real, 1683.6 MB
[runlim] sample:		209.5 time, 210.6 real, 1696.2 MB
[runlim] sample:		219.5 time, 220.6 real, 1709.6 MB
[runlim] sample:		229.5 time, 230.6 real, 1718.9 MB
[runlim] sample:		239.5 time, 240.6 real, 1730.2 MB
[runlim] sample:		249.5 time, 250.6 real, 1749.8 MB
[runlim] sample:		259.5 time, 260.6 real, 1756.5 MB
[runlim] sample:		269.5 time, 270.6 real, 1767.3 MB
[runlim] sample:		279.5 time, 280.6 real, 1790.3 MB
[runlim] sample:		289.5 time, 290.6 real, 1819.7 MB
[runlim] sample:		299.5 time, 300.6 real, 1819.7 MB
[runlim] sample:		309.5 time, 310.6 real, 1819.7 MB
[runlim] sample:		319.5 time, 320.6 real, 1819.7 MB
[runlim] sample:		329.5 time, 330.6 real, 1819.7 MB
[runlim] sample:		339.5 time, 340.6 real, 1819.7 MB
[runlim] sample:		349.5 time, 350.6 real, 1819.7 MB
[runlim] sample:		359.5 time, 360.6 real, 1819.7 MB
[runlim] sample:		369.5 time, 370.6 real, 1819.7 MB
[runlim] sample:		379.5 time, 380.6 real, 1819.7 MB
[runlim] sample:		389.5 time, 390.6 real, 1819.7 MB
[runlim] sample:		399.5 time, 400.6 real, 1819.7 MB
[runlim] sample:		409.5 time, 410.6 real, 1819.7 MB
[runlim] sample:		419.5 time, 420.6 real, 1819.7 MB
[runlim] sample:		429.5 time, 430.6 real, 1820.7 MB
[runlim] sample:		439.5 time, 440.6 real, 1820.7 MB
[runlim] sample:		449.5 time, 450.6 real, 1820.7 MB
[runlim] sample:		459.5 time, 460.6 real, 1820.7 MB
[runlim] sample:		469.5 time, 470.6 real, 1820.7 MB
[runlim] sample:		479.5 time, 480.6 real, 1820.7 MB
[runlim] sample:		489.5 time, 490.6 real, 1820.7 MB
[runlim] sample:		499.5 time, 500.6 real, 1823.9 MB
[runlim] sample:		509.5 time, 510.6 real, 1826.8 MB
[runlim] sample:		519.5 time, 520.6 real, 1829.1 MB
[runlim] sample:		529.5 time, 530.6 real, 1829.6 MB
[runlim] sample:		539.5 time, 540.6 real, 1832.7 MB
[runlim] sample:		549.5 time, 550.6 real, 1834.2 MB
[runlim] sample:		559.5 time, 560.6 real, 1837.1 MB
