[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	900 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		python
[runlim] argv[1]:		-m
[runlim] argv[2]:		counterSharp
[runlim] argv[3]:		--amm
[runlim] argv[4]:		/tmp/steuber/experiment/amm.dimacs
[runlim] argv[5]:		--amh
[runlim] argv[6]:		/tmp/steuber/experiment/amh.dimacs
[runlim] argv[7]:		--asm
[runlim] argv[8]:		/tmp/steuber/experiment/asm.dimacs
[runlim] argv[9]:		--ash
[runlim] argv[10]:		/tmp/steuber/experiment/ash.dimacs
[runlim] argv[11]:		--con
[runlim] argv[12]:		/tmp/steuber/experiment/con.dimacs
[runlim] argv[13]:		-d
[runlim] argv[14]:		--function
[runlim] argv[15]:		testfun
[runlim] argv[16]:		--unwind
[runlim] argv[17]:		500
[runlim] argv[18]:		/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Log-2.c
[runlim] start:			Thu Oct 29 15:13:20 2020
[runlim] main pid:		13929
[counterSharp.util.Config] DEBUG: Input files: ['/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Log-2.c']
[counterSharp.source.SourceManager] DEBUG: /tmp/steuber/experiment/tmpva3t6_vw.c
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 500 --no-assertions --no-assumptions --unwinding-assertions /tmp/steuber/experiment/tmpva3t6_vw.c
[runlim] sample:		10.0 time, 10.5 real, 37.4 MB
[runlim] sample:		19.9 time, 20.5 real, 39.0 MB
[runlim] sample:		30.0 time, 30.5 real, 43.3 MB
[runlim] sample:		40.0 time, 40.5 real, 45.6 MB
[runlim] sample:		50.0 time, 50.5 real, 45.6 MB
[runlim] sample:		60.0 time, 60.5 real, 45.6 MB
[runlim] sample:		70.0 time, 70.5 real, 46.6 MB
[runlim] sample:		80.0 time, 80.5 real, 48.4 MB
[runlim] sample:		89.9 time, 90.5 real, 50.5 MB
[runlim] sample:		99.9 time, 100.5 real, 53.3 MB
[runlim] sample:		109.9 time, 110.5 real, 53.3 MB
[runlim] sample:		119.9 time, 120.5 real, 53.3 MB
[runlim] sample:		129.9 time, 130.5 real, 53.9 MB
[runlim] sample:		139.9 time, 140.5 real, 53.9 MB
[runlim] sample:		149.9 time, 150.5 real, 54.1 MB
[runlim] sample:		159.9 time, 160.5 real, 55.2 MB
[runlim] sample:		169.9 time, 170.5 real, 56.2 MB
[runlim] sample:		179.9 time, 180.5 real, 57.5 MB
[runlim] sample:		189.9 time, 190.5 real, 58.8 MB
[runlim] sample:		199.9 time, 200.5 real, 61.6 MB
[runlim] sample:		209.9 time, 210.5 real, 61.6 MB
[runlim] sample:		219.9 time, 220.5 real, 61.6 MB
[runlim] sample:		229.9 time, 230.5 real, 61.6 MB
[runlim] sample:		239.9 time, 240.5 real, 61.6 MB
[runlim] sample:		249.9 time, 250.5 real, 61.6 MB
[runlim] sample:		259.9 time, 260.5 real, 61.6 MB
[runlim] sample:		269.9 time, 270.5 real, 61.9 MB
[runlim] sample:		279.9 time, 280.5 real, 62.6 MB
[runlim] sample:		289.9 time, 290.5 real, 63.4 MB
[runlim] sample:		299.9 time, 300.5 real, 64.2 MB
[runlim] sample:		309.9 time, 310.5 real, 65.0 MB
[runlim] sample:		319.9 time, 320.5 real, 66.0 MB
[runlim] sample:		329.9 time, 330.5 real, 66.8 MB
[runlim] sample:		339.9 time, 340.5 real, 69.3 MB
[runlim] sample:		349.9 time, 350.5 real, 70.9 MB
[runlim] sample:		359.9 time, 360.5 real, 70.9 MB
[runlim] sample:		369.9 time, 370.5 real, 70.9 MB
[runlim] sample:		379.9 time, 380.5 real, 70.9 MB
[runlim] sample:		389.9 time, 390.5 real, 70.9 MB
[runlim] sample:		399.9 time, 400.5 real, 70.9 MB
[runlim] sample:		409.9 time, 410.5 real, 70.9 MB
[runlim] sample:		419.9 time, 420.5 real, 70.9 MB
[runlim] sample:		429.9 time, 430.5 real, 71.7 MB
[runlim] sample:		439.9 time, 440.5 real, 72.4 MB
[runlim] sample:		449.9 time, 450.5 real, 73.2 MB
[runlim] sample:		459.9 time, 460.5 real, 74.0 MB
[runlim] sample:		469.9 time, 470.5 real, 74.8 MB
[runlim] sample:		479.9 time, 480.5 real, 75.5 MB
[runlim] sample:		489.9 time, 490.5 real, 76.3 MB
[runlim] sample:		499.9 time, 500.5 real, 78.9 MB
[runlim] sample:		509.9 time, 510.5 real, 78.9 MB
[runlim] sample:		519.9 time, 520.5 real, 78.9 MB
[runlim] sample:		529.9 time, 530.5 real, 78.9 MB
[runlim] sample:		539.9 time, 540.5 real, 78.9 MB
[runlim] sample:		549.9 time, 550.5 real, 78.9 MB
[runlim] sample:		559.9 time, 560.5 real, 78.9 MB
[runlim] sample:		569.9 time, 570.5 real, 78.9 MB
[runlim] sample:		579.9 time, 580.5 real, 78.9 MB
