[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	900 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		python
[runlim] argv[1]:		-m
[runlim] argv[2]:		counterSharp
[runlim] argv[3]:		--amm
[runlim] argv[4]:		/tmp/steuber/experiment/amm.dimacs
[runlim] argv[5]:		--amh
[runlim] argv[6]:		/tmp/steuber/experiment/amh.dimacs
[runlim] argv[7]:		--asm
[runlim] argv[8]:		/tmp/steuber/experiment/asm.dimacs
[runlim] argv[9]:		--ash
[runlim] argv[10]:		/tmp/steuber/experiment/ash.dimacs
[runlim] argv[11]:		--con
[runlim] argv[12]:		/tmp/steuber/experiment/con.dimacs
[runlim] argv[13]:		-d
[runlim] argv[14]:		--function
[runlim] argv[15]:		testfun
[runlim] argv[16]:		--unwind
[runlim] argv[17]:		500
[runlim] argv[18]:		/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Log-2.c
[runlim] start:			Thu Oct 29 16:13:24 2020
[runlim] main pid:		28792
[counterSharp.util.Config] DEBUG: Input files: ['/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Log-2.c']
[counterSharp.source.SourceManager] DEBUG: /tmp/steuber/experiment/tmpfsxhhicu.c
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 500 --no-assertions --no-assumptions --unwinding-assertions /tmp/steuber/experiment/tmpfsxhhicu.c
[runlim] sample:		9.7 time, 10.5 real, 37.7 MB
[runlim] sample:		19.7 time, 20.5 real, 39.5 MB
[runlim] sample:		29.7 time, 30.5 real, 43.5 MB
[runlim] sample:		39.7 time, 40.5 real, 45.8 MB
[runlim] sample:		49.7 time, 50.5 real, 45.8 MB
[runlim] sample:		59.7 time, 60.5 real, 45.8 MB
[runlim] sample:		69.7 time, 70.5 real, 47.1 MB
[runlim] sample:		79.7 time, 80.5 real, 48.9 MB
[runlim] sample:		89.7 time, 90.5 real, 51.0 MB
[runlim] sample:		99.7 time, 100.5 real, 53.6 MB
[runlim] sample:		109.7 time, 110.5 real, 53.6 MB
[runlim] sample:		119.7 time, 120.5 real, 53.6 MB
[runlim] sample:		129.7 time, 130.5 real, 54.1 MB
[runlim] sample:		139.7 time, 140.5 real, 54.1 MB
[runlim] sample:		149.7 time, 150.5 real, 54.6 MB
[runlim] sample:		159.7 time, 160.5 real, 55.7 MB
[runlim] sample:		169.7 time, 170.5 real, 57.0 MB
[runlim] sample:		179.7 time, 180.5 real, 58.3 MB
[runlim] sample:		189.7 time, 190.5 real, 59.5 MB
[runlim] sample:		199.7 time, 200.5 real, 61.9 MB
[runlim] sample:		209.7 time, 210.5 real, 62.1 MB
[runlim] sample:		219.7 time, 220.5 real, 62.1 MB
[runlim] sample:		229.7 time, 230.5 real, 62.1 MB
[runlim] sample:		239.7 time, 240.5 real, 62.3 MB
[runlim] sample:		249.7 time, 250.5 real, 62.3 MB
[runlim] sample:		259.7 time, 260.5 real, 62.3 MB
[runlim] sample:		269.7 time, 270.5 real, 63.3 MB
[runlim] sample:		279.7 time, 280.5 real, 64.1 MB
[runlim] sample:		289.7 time, 290.5 real, 65.1 MB
[runlim] sample:		299.6 time, 300.5 real, 66.2 MB
[runlim] sample:		309.7 time, 310.5 real, 67.2 MB
[runlim] sample:		319.7 time, 320.5 real, 70.0 MB
[runlim] sample:		329.6 time, 330.5 real, 70.0 MB
[runlim] sample:		339.6 time, 340.5 real, 70.0 MB
[runlim] sample:		349.7 time, 350.5 real, 70.0 MB
[runlim] sample:		359.6 time, 360.5 real, 70.0 MB
[runlim] sample:		369.6 time, 370.5 real, 70.0 MB
[runlim] sample:		379.6 time, 380.5 real, 70.0 MB
[runlim] sample:		389.6 time, 390.5 real, 70.0 MB
[runlim] sample:		399.6 time, 400.5 real, 70.3 MB
[runlim] sample:		409.6 time, 410.5 real, 71.1 MB
[runlim] sample:		419.6 time, 420.5 real, 71.8 MB
[runlim] sample:		429.6 time, 430.5 real, 72.6 MB
[runlim] sample:		439.6 time, 440.5 real, 73.4 MB
[runlim] sample:		449.6 time, 450.5 real, 74.4 MB
[runlim] sample:		459.6 time, 460.5 real, 75.2 MB
[runlim] sample:		469.6 time, 470.5 real, 76.2 MB
[runlim] sample:		479.6 time, 480.5 real, 78.0 MB
[runlim] sample:		489.6 time, 490.5 real, 78.0 MB
[runlim] sample:		499.6 time, 500.5 real, 78.0 MB
[runlim] sample:		509.6 time, 510.5 real, 78.0 MB
[runlim] sample:		519.6 time, 520.5 real, 78.0 MB
[runlim] sample:		529.6 time, 530.5 real, 78.0 MB
[runlim] sample:		539.6 time, 540.5 real, 78.0 MB
[runlim] sample:		549.6 time, 550.5 real, 78.0 MB
[runlim] sample:		559.6 time, 560.5 real, 78.0 MB
[runlim] sample:		569.6 time, 570.5 real, 78.3 MB
[runlim] sample:		579.6 time, 580.5 real, 78.8 MB
