[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	900 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		python
[runlim] argv[1]:		-m
[runlim] argv[2]:		counterSharp
[runlim] argv[3]:		--amm
[runlim] argv[4]:		/tmp/steuber/experiment/amm.dimacs
[runlim] argv[5]:		--amh
[runlim] argv[6]:		/tmp/steuber/experiment/amh.dimacs
[runlim] argv[7]:		--asm
[runlim] argv[8]:		/tmp/steuber/experiment/asm.dimacs
[runlim] argv[9]:		--ash
[runlim] argv[10]:		/tmp/steuber/experiment/ash.dimacs
[runlim] argv[11]:		--con
[runlim] argv[12]:		/tmp/steuber/experiment/con.dimacs
[runlim] argv[13]:		-d
[runlim] argv[14]:		--function
[runlim] argv[15]:		testfun
[runlim] argv[16]:		--unwind
[runlim] argv[17]:		32768
[runlim] argv[18]:		/home/i12/steuber/counting/counterSharp-experiments/benchmarks/bwd_loop10.c
[runlim] start:			Thu Oct 29 13:42:33 2020
[runlim] main pid:		25602
[counterSharp.util.Config] DEBUG: Input files: ['/home/i12/steuber/counting/counterSharp-experiments/benchmarks/bwd_loop10.c']
[counterSharp.source.SourceManager] DEBUG: /tmp/steuber/experiment/tmpw4v6ny68.c
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 32768 --no-assertions --no-assumptions --unwinding-assertions /tmp/steuber/experiment/tmpw4v6ny68.c
[runlim] sample:		9.7 time, 10.4 real, 109.7 MB
[runlim] sample:		19.7 time, 20.4 real, 162.2 MB
[runlim] sample:		29.7 time, 30.4 real, 204.4 MB
[runlim] sample:		39.7 time, 40.4 real, 241.0 MB
[runlim] sample:		49.7 time, 50.4 real, 275.0 MB
[runlim] sample:		59.7 time, 60.4 real, 307.9 MB
[runlim] sample:		69.7 time, 70.4 real, 338.0 MB
[runlim] sample:		79.7 time, 80.4 real, 375.6 MB
[runlim] sample:		89.7 time, 90.4 real, 416.7 MB
[runlim] sample:		99.7 time, 100.4 real, 456.6 MB
[runlim] sample:		109.6 time, 110.4 real, 495.9 MB
[runlim] sample:		119.6 time, 120.4 real, 534.8 MB
[runlim] sample:		129.6 time, 130.4 real, 570.4 MB
[runlim] sample:		139.6 time, 140.4 real, 601.9 MB
[runlim] sample:		149.6 time, 150.4 real, 630.1 MB
[runlim] sample:		159.6 time, 160.4 real, 661.6 MB
[runlim] sample:		169.6 time, 170.4 real, 693.4 MB
[runlim] sample:		179.6 time, 180.4 real, 724.9 MB
[runlim] sample:		189.6 time, 190.4 real, 755.7 MB
[runlim] sample:		199.6 time, 200.4 real, 786.3 MB
[runlim] sample:		209.6 time, 210.4 real, 812.9 MB
[runlim] sample:		219.6 time, 220.4 real, 842.4 MB
[runlim] sample:		229.6 time, 230.4 real, 870.2 MB
[runlim] sample:		239.6 time, 240.4 real, 897.0 MB
[runlim] sample:		249.6 time, 250.4 real, 922.4 MB
[runlim] sample:		259.6 time, 260.4 real, 947.2 MB
[runlim] sample:		269.6 time, 270.4 real, 971.0 MB
[runlim] sample:		279.6 time, 280.4 real, 993.5 MB
[runlim] sample:		289.6 time, 290.4 real, 1017.7 MB
[runlim] sample:		299.6 time, 300.4 real, 1041.7 MB
[runlim] sample:		309.6 time, 310.4 real, 1065.2 MB
[runlim] sample:		319.6 time, 320.4 real, 1088.6 MB
[runlim] sample:		329.6 time, 330.4 real, 1111.8 MB
[runlim] sample:		339.5 time, 340.4 real, 1134.6 MB
[runlim] sample:		349.5 time, 350.4 real, 1156.8 MB
[runlim] sample:		359.5 time, 360.4 real, 1180.8 MB
[runlim] sample:		369.5 time, 370.4 real, 1205.8 MB
[runlim] sample:		379.5 time, 380.4 real, 1237.1 MB
[runlim] sample:		389.5 time, 390.4 real, 1270.6 MB
[runlim] sample:		399.5 time, 400.4 real, 1304.2 MB
[runlim] sample:		409.5 time, 410.4 real, 1338.4 MB
[runlim] sample:		419.5 time, 420.4 real, 1372.8 MB
[runlim] sample:		429.5 time, 430.4 real, 1404.6 MB
[runlim] sample:		439.5 time, 440.4 real, 1437.5 MB
[runlim] sample:		449.5 time, 450.4 real, 1471.3 MB
[runlim] sample:		459.5 time, 460.4 real, 1506.0 MB
[runlim] sample:		469.5 time, 470.4 real, 1541.5 MB
[runlim] sample:		479.5 time, 480.4 real, 1576.8 MB
[runlim] sample:		489.5 time, 490.4 real, 1611.3 MB
[runlim] sample:		499.5 time, 500.4 real, 1645.0 MB
[runlim] sample:		509.5 time, 510.4 real, 1678.5 MB
[runlim] sample:		519.5 time, 520.4 real, 1711.8 MB
[runlim] sample:		529.5 time, 530.4 real, 1745.5 MB
[runlim] sample:		539.5 time, 540.4 real, 1778.9 MB
[runlim] sample:		549.5 time, 550.4 real, 1812.1 MB
[runlim] sample:		559.5 time, 560.4 real, 1845.2 MB
[runlim] sample:		569.5 time, 570.4 real, 1877.8 MB
[runlim] sample:		579.5 time, 580.4 real, 1910.4 MB
[runlim] sample:		589.5 time, 590.4 real, 1942.5 MB
[runlim] sample:		599.4 time, 600.4 real, 1975.0 MB
[runlim] sample:		609.5 time, 610.4 real, 2007.3 MB
[runlim] sample:		619.4 time, 620.4 real, 2039.1 MB
[runlim] end:			Thu Oct 29 13:52:56 2020
[runlim] status:		out of memory
[runlim] result:		3
[runlim] children:		6231
[runlim] real:			623.92 seconds
[runlim] time:			622.95 seconds
[runlim] space:			2048.1 MB
[runlim] samples:		6235
