[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	900 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		python
[runlim] argv[1]:		-m
[runlim] argv[2]:		counterSharp
[runlim] argv[3]:		--amm
[runlim] argv[4]:		/tmp/steuber/experiment/amm.dimacs
[runlim] argv[5]:		--amh
[runlim] argv[6]:		/tmp/steuber/experiment/amh.dimacs
[runlim] argv[7]:		--asm
[runlim] argv[8]:		/tmp/steuber/experiment/asm.dimacs
[runlim] argv[9]:		--ash
[runlim] argv[10]:		/tmp/steuber/experiment/ash.dimacs
[runlim] argv[11]:		--con
[runlim] argv[12]:		/tmp/steuber/experiment/con.dimacs
[runlim] argv[13]:		-d
[runlim] argv[14]:		--function
[runlim] argv[15]:		testfun
[runlim] argv[16]:		--unwind
[runlim] argv[17]:		500
[runlim] argv[18]:		/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Log-2.c
[runlim] start:			Thu Oct 29 15:28:21 2020
[runlim] main pid:		16619
[counterSharp.util.Config] DEBUG: Input files: ['/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Log-2.c']
[counterSharp.source.SourceManager] DEBUG: /tmp/steuber/experiment/tmpwg0rpf86.c
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 500 --no-assertions --no-assumptions --unwinding-assertions /tmp/steuber/experiment/tmpwg0rpf86.c
[runlim] sample:		9.7 time, 10.4 real, 37.6 MB
[runlim] sample:		19.7 time, 20.4 real, 39.4 MB
[runlim] sample:		29.6 time, 30.4 real, 43.5 MB
[runlim] sample:		39.6 time, 40.4 real, 45.8 MB
[runlim] sample:		49.6 time, 50.4 real, 45.8 MB
[runlim] sample:		59.6 time, 60.4 real, 45.8 MB
[runlim] sample:		69.6 time, 70.4 real, 47.1 MB
[runlim] sample:		79.6 time, 80.4 real, 48.9 MB
[runlim] sample:		89.5 time, 90.4 real, 50.9 MB
[runlim] sample:		99.5 time, 100.4 real, 53.5 MB
[runlim] sample:		109.5 time, 110.4 real, 53.5 MB
[runlim] sample:		119.5 time, 120.4 real, 53.5 MB
[runlim] sample:		129.5 time, 130.4 real, 54.1 MB
[runlim] sample:		139.5 time, 140.4 real, 54.1 MB
[runlim] sample:		149.4 time, 150.4 real, 54.6 MB
[runlim] sample:		159.4 time, 160.4 real, 55.9 MB
[runlim] sample:		169.4 time, 170.4 real, 56.9 MB
[runlim] sample:		179.4 time, 180.4 real, 58.2 MB
[runlim] sample:		189.4 time, 190.4 real, 59.5 MB
[runlim] sample:		199.4 time, 200.4 real, 61.8 MB
[runlim] sample:		209.4 time, 210.4 real, 61.8 MB
[runlim] sample:		219.4 time, 220.4 real, 61.8 MB
[runlim] sample:		229.3 time, 230.4 real, 61.8 MB
[runlim] sample:		239.3 time, 240.4 real, 61.8 MB
[runlim] sample:		249.3 time, 250.4 real, 61.8 MB
[runlim] sample:		259.3 time, 260.4 real, 61.8 MB
[runlim] sample:		269.3 time, 270.4 real, 62.6 MB
[runlim] sample:		279.3 time, 280.4 real, 63.4 MB
[runlim] sample:		289.3 time, 290.4 real, 64.1 MB
[runlim] sample:		299.2 time, 300.4 real, 64.9 MB
[runlim] sample:		309.2 time, 310.4 real, 65.9 MB
[runlim] sample:		319.2 time, 320.4 real, 66.7 MB
[runlim] sample:		329.2 time, 330.4 real, 68.5 MB
[runlim] sample:		339.2 time, 340.4 real, 69.8 MB
[runlim] sample:		349.2 time, 350.4 real, 69.8 MB
[runlim] sample:		359.2 time, 360.4 real, 69.9 MB
[runlim] sample:		369.2 time, 370.4 real, 69.9 MB
[runlim] sample:		379.2 time, 380.4 real, 70.0 MB
[runlim] sample:		389.2 time, 390.4 real, 70.0 MB
[runlim] sample:		399.2 time, 400.4 real, 70.0 MB
[runlim] sample:		409.2 time, 410.4 real, 70.0 MB
[runlim] sample:		419.2 time, 420.4 real, 70.4 MB
[runlim] sample:		429.2 time, 430.4 real, 70.9 MB
[runlim] sample:		439.2 time, 440.4 real, 71.7 MB
[runlim] sample:		449.2 time, 450.4 real, 72.5 MB
[runlim] sample:		459.2 time, 460.4 real, 73.5 MB
[runlim] sample:		469.2 time, 470.4 real, 74.3 MB
[runlim] sample:		479.2 time, 480.4 real, 75.1 MB
[runlim] sample:		489.2 time, 490.4 real, 76.1 MB
[runlim] sample:		499.2 time, 500.4 real, 77.9 MB
[runlim] sample:		509.2 time, 510.4 real, 77.9 MB
[runlim] sample:		519.2 time, 520.4 real, 77.9 MB
[runlim] sample:		529.2 time, 530.4 real, 77.9 MB
[runlim] sample:		539.2 time, 540.4 real, 77.9 MB
[runlim] sample:		549.2 time, 550.4 real, 77.9 MB
[runlim] sample:		559.2 time, 560.4 real, 77.9 MB
[runlim] sample:		569.2 time, 570.4 real, 77.9 MB
[runlim] sample:		579.2 time, 580.4 real, 77.9 MB
