[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	900 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		python
[runlim] argv[1]:		-m
[runlim] argv[2]:		counterSharp
[runlim] argv[3]:		--amm
[runlim] argv[4]:		/tmp/steuber/experiment/amm.dimacs
[runlim] argv[5]:		--amh
[runlim] argv[6]:		/tmp/steuber/experiment/amh.dimacs
[runlim] argv[7]:		--asm
[runlim] argv[8]:		/tmp/steuber/experiment/asm.dimacs
[runlim] argv[9]:		--ash
[runlim] argv[10]:		/tmp/steuber/experiment/ash.dimacs
[runlim] argv[11]:		--con
[runlim] argv[12]:		/tmp/steuber/experiment/con.dimacs
[runlim] argv[13]:		-d
[runlim] argv[14]:		--function
[runlim] argv[15]:		testfun
[runlim] argv[16]:		--unwind
[runlim] argv[17]:		1
[runlim] argv[18]:		/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Problem13_4.c
[runlim] start:			Thu Oct 29 12:08:14 2020
[runlim] main pid:		5319
[counterSharp.util.Config] DEBUG: Input files: ['/home/i12/steuber/counting/counterSharp-experiments/benchmarks/Problem13_4.c']
[runlim] sample:		9.5 time, 11.0 real, 82.1 MB
[counterSharp.source.SourceManager] DEBUG: /tmp/steuber/experiment/tmpoha0nj7e.c
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 1 --no-assertions --no-assumptions --unwinding-assertions /tmp/steuber/experiment/tmpoha0nj7e.c
[runlim] sample:		19.5 time, 21.0 real, 1130.4 MB
[runlim] sample:		29.5 time, 31.0 real, 1248.2 MB
[runlim] sample:		39.5 time, 41.0 real, 1321.7 MB
[runlim] sample:		49.5 time, 51.0 real, 1381.8 MB
[runlim] sample:		59.5 time, 61.0 real, 1421.9 MB
[runlim] sample:		69.5 time, 71.0 real, 1452.0 MB
[runlim] sample:		79.5 time, 81.0 real, 1486.6 MB
[runlim] sample:		89.5 time, 91.0 real, 1502.6 MB
[runlim] sample:		99.5 time, 101.0 real, 1525.0 MB
[runlim] sample:		109.5 time, 111.0 real, 1547.7 MB
[runlim] sample:		119.5 time, 121.0 real, 1566.5 MB
[runlim] sample:		129.5 time, 131.0 real, 1583.0 MB
[runlim] sample:		139.5 time, 141.0 real, 1600.8 MB
[runlim] sample:		149.5 time, 151.0 real, 1615.5 MB
[runlim] sample:		159.5 time, 161.0 real, 1631.2 MB
[runlim] sample:		169.5 time, 171.0 real, 1644.6 MB
[runlim] sample:		179.5 time, 181.0 real, 1659.3 MB
[runlim] sample:		189.5 time, 191.0 real, 1669.1 MB
[runlim] sample:		199.5 time, 201.0 real, 1682.2 MB
[runlim] sample:		209.5 time, 211.0 real, 1693.8 MB
[runlim] sample:		219.5 time, 221.0 real, 1706.5 MB
[runlim] sample:		229.5 time, 231.0 real, 1716.0 MB
[runlim] sample:		239.5 time, 241.0 real, 1726.1 MB
[runlim] sample:		249.5 time, 251.0 real, 1750.3 MB
[runlim] sample:		259.4 time, 261.0 real, 1754.2 MB
[runlim] sample:		269.5 time, 271.0 real, 1764.5 MB
[runlim] sample:		279.4 time, 281.0 real, 1776.3 MB
[runlim] sample:		289.4 time, 291.0 real, 1820.2 MB
[runlim] sample:		299.4 time, 301.0 real, 1820.2 MB
[runlim] sample:		309.4 time, 311.0 real, 1820.2 MB
[runlim] sample:		319.4 time, 321.0 real, 1820.2 MB
[runlim] sample:		329.4 time, 331.0 real, 1820.2 MB
[runlim] sample:		339.4 time, 341.0 real, 1820.2 MB
[runlim] sample:		349.4 time, 351.0 real, 1820.2 MB
[runlim] sample:		359.4 time, 361.0 real, 1820.2 MB
[runlim] sample:		369.4 time, 371.0 real, 1820.2 MB
[runlim] sample:		379.4 time, 381.0 real, 1820.2 MB
[runlim] sample:		389.4 time, 391.0 real, 1820.2 MB
[runlim] sample:		399.4 time, 401.0 real, 1820.2 MB
[runlim] sample:		409.4 time, 411.0 real, 1820.2 MB
[runlim] sample:		419.4 time, 421.0 real, 1820.2 MB
[runlim] sample:		429.4 time, 431.0 real, 1821.2 MB
[runlim] sample:		439.4 time, 441.0 real, 1821.2 MB
[runlim] sample:		449.4 time, 451.0 real, 1821.2 MB
[runlim] sample:		459.4 time, 461.0 real, 1821.2 MB
[runlim] sample:		469.4 time, 471.0 real, 1821.2 MB
[runlim] sample:		479.4 time, 481.0 real, 1821.2 MB
[runlim] sample:		489.4 time, 491.0 real, 1821.2 MB
[runlim] sample:		499.4 time, 501.0 real, 1821.4 MB
[runlim] sample:		509.4 time, 511.0 real, 1823.2 MB
[runlim] sample:		519.4 time, 521.0 real, 1827.6 MB
[runlim] sample:		529.4 time, 531.0 real, 1827.6 MB
[runlim] sample:		539.4 time, 541.0 real, 1830.4 MB
[runlim] sample:		549.4 time, 551.0 real, 1832.2 MB
[runlim] sample:		559.4 time, 561.0 real, 1834.8 MB
