[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	900 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		python
[runlim] argv[1]:		-m
[runlim] argv[2]:		counterSharp
[runlim] argv[3]:		--amm
[runlim] argv[4]:		/tmp/steuber/experiment/amm.dimacs
[runlim] argv[5]:		--amh
[runlim] argv[6]:		/tmp/steuber/experiment/amh.dimacs
[runlim] argv[7]:		--asm
[runlim] argv[8]:		/tmp/steuber/experiment/asm.dimacs
[runlim] argv[9]:		--ash
[runlim] argv[10]:		/tmp/steuber/experiment/ash.dimacs
[runlim] argv[11]:		--con
[runlim] argv[12]:		/tmp/steuber/experiment/con.dimacs
[runlim] argv[13]:		-d
[runlim] argv[14]:		--function
[runlim] argv[15]:		testfun
[runlim] argv[16]:		--unwind
[runlim] argv[17]:		32768
[runlim] argv[18]:		/home/i12/steuber/counting/counterSharp-experiments/benchmarks/bwd_loop10-2.c
[runlim] start:			Thu Oct 29 14:45:06 2020
[runlim] main pid:		4400
[counterSharp.util.Config] DEBUG: Input files: ['/home/i12/steuber/counting/counterSharp-experiments/benchmarks/bwd_loop10-2.c']
[counterSharp.source.SourceManager] DEBUG: /tmp/steuber/experiment/tmp2hxub87y.c
[counterSharp.cbmc.CBMCManager] DEBUG: cbmc --verbosity 4 --function testfun --dimacs --slice-formula --unwind 32768 --no-assertions --no-assumptions --unwinding-assertions /tmp/steuber/experiment/tmp2hxub87y.c
[runlim] sample:		9.7 time, 10.6 real, 107.4 MB
[runlim] sample:		19.7 time, 20.6 real, 157.5 MB
[runlim] sample:		29.7 time, 30.6 real, 198.0 MB
[runlim] sample:		39.7 time, 40.6 real, 232.0 MB
[runlim] sample:		49.7 time, 50.6 real, 262.4 MB
[runlim] sample:		59.7 time, 60.6 real, 291.0 MB
[runlim] sample:		69.7 time, 70.6 real, 318.1 MB
[runlim] sample:		79.7 time, 80.6 real, 348.0 MB
[runlim] sample:		89.7 time, 90.6 real, 383.1 MB
[runlim] sample:		99.7 time, 100.6 real, 416.9 MB
[runlim] sample:		109.7 time, 110.6 real, 450.4 MB
[runlim] sample:		119.7 time, 120.6 real, 483.4 MB
[runlim] sample:		129.7 time, 130.6 real, 515.4 MB
[runlim] sample:		139.7 time, 140.6 real, 544.2 MB
[runlim] sample:		149.7 time, 150.6 real, 573.1 MB
[runlim] sample:		159.7 time, 160.6 real, 600.2 MB
[runlim] sample:		169.7 time, 170.6 real, 626.5 MB
[runlim] sample:		179.7 time, 180.6 real, 652.5 MB
[runlim] sample:		189.7 time, 190.6 real, 677.8 MB
[runlim] sample:		199.7 time, 200.6 real, 702.5 MB
[runlim] sample:		209.7 time, 210.6 real, 727.0 MB
[runlim] sample:		219.7 time, 220.6 real, 751.0 MB
[runlim] sample:		229.7 time, 230.6 real, 774.5 MB
[runlim] sample:		239.7 time, 240.6 real, 796.9 MB
[runlim] sample:		249.7 time, 250.6 real, 817.8 MB
[runlim] sample:		259.6 time, 260.6 real, 838.4 MB
[runlim] sample:		269.7 time, 270.6 real, 858.3 MB
[runlim] sample:		279.6 time, 280.6 real, 876.6 MB
[runlim] sample:		289.6 time, 290.6 real, 894.9 MB
[runlim] sample:		299.6 time, 300.6 real, 912.9 MB
[runlim] sample:		309.6 time, 310.6 real, 930.7 MB
[runlim] sample:		319.6 time, 320.6 real, 948.2 MB
[runlim] sample:		329.6 time, 330.6 real, 965.8 MB
[runlim] sample:		339.6 time, 340.6 real, 983.0 MB
[runlim] sample:		349.6 time, 350.6 real, 1000.3 MB
[runlim] sample:		359.6 time, 360.6 real, 1017.1 MB
[runlim] sample:		369.6 time, 370.6 real, 1033.6 MB
[runlim] sample:		379.6 time, 380.6 real, 1049.6 MB
[runlim] sample:		389.6 time, 390.6 real, 1064.8 MB
[runlim] sample:		399.6 time, 400.6 real, 1082.0 MB
[runlim] sample:		409.6 time, 410.6 real, 1100.3 MB
[runlim] sample:		419.6 time, 420.6 real, 1121.7 MB
[runlim] sample:		429.6 time, 430.6 real, 1148.3 MB
[runlim] sample:		439.6 time, 440.6 real, 1175.3 MB
[runlim] sample:		449.6 time, 450.6 real, 1202.6 MB
[runlim] sample:		459.6 time, 460.6 real, 1230.4 MB
[runlim] sample:		469.6 time, 470.6 real, 1258.7 MB
[runlim] sample:		479.6 time, 480.6 real, 1286.5 MB
[runlim] sample:		489.6 time, 490.6 real, 1313.0 MB
[runlim] sample:		499.6 time, 500.6 real, 1339.0 MB
[runlim] sample:		509.6 time, 510.6 real, 1366.7 MB
[runlim] sample:		519.6 time, 520.6 real, 1394.4 MB
[runlim] sample:		529.6 time, 530.6 real, 1422.7 MB
[runlim] sample:		539.6 time, 540.6 real, 1451.1 MB
[runlim] sample:		549.6 time, 550.6 real, 1479.5 MB
[runlim] sample:		559.6 time, 560.6 real, 1508.2 MB
[runlim] sample:		569.6 time, 570.6 real, 1537.1 MB
