[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	2400 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		Probab.native
[runlim] argv[1]:		-single
[runlim] argv[2]:		-domain
[runlim] argv[3]:		polyhedra
[runlim] argv[4]:		/experiments/benchmarks-dimovski/Problem13_4.c
[runlim] start:			Fri Nov 20 18:11:08 2020
[runlim] main pid:		267
[runlim] sample:		10.0 time, 10.3 real, 306.4 MB
[runlim] sample:		20.0 time, 20.3 real, 386.4 MB
[runlim] sample:		30.0 time, 30.3 real, 489.0 MB
[runlim] sample:		40.0 time, 40.3 real, 540.5 MB
[runlim] sample:		50.0 time, 50.3 real, 540.5 MB
[runlim] sample:		60.0 time, 60.3 real, 615.0 MB
[runlim] sample:		70.0 time, 70.3 real, 615.0 MB
[runlim] sample:		80.0 time, 80.3 real, 593.5 MB
[runlim] sample:		90.0 time, 90.3 real, 593.5 MB
[runlim] sample:		100.0 time, 100.3 real, 662.6 MB
[runlim] sample:		110.0 time, 110.3 real, 662.6 MB
[runlim] sample:		120.0 time, 120.3 real, 675.4 MB
[runlim] sample:		130.0 time, 130.3 real, 700.2 MB
[runlim] sample:		140.0 time, 140.3 real, 700.2 MB
[runlim] sample:		150.0 time, 150.3 real, 675.8 MB
[runlim] sample:		160.0 time, 160.3 real, 724.7 MB
[runlim] sample:		170.0 time, 170.3 real, 786.9 MB
[runlim] sample:		180.0 time, 180.3 real, 786.9 MB
[runlim] sample:		190.0 time, 190.3 real, 846.4 MB
[runlim] sample:		200.0 time, 200.3 real, 846.4 MB
[runlim] sample:		209.9 time, 210.3 real, 848.5 MB
[runlim] sample:		220.0 time, 220.3 real, 914.0 MB
[runlim] sample:		229.9 time, 230.3 real, 914.0 MB
[runlim] sample:		239.9 time, 240.3 real, 960.1 MB
[runlim] sample:		249.9 time, 250.3 real, 989.8 MB
[runlim] sample:		259.9 time, 260.3 real, 989.8 MB
[runlim] sample:		269.9 time, 270.3 real, 994.9 MB
[runlim] sample:		279.9 time, 280.3 real, 1033.1 MB
[runlim] sample:		289.9 time, 290.3 real, 1143.7 MB
[runlim] sample:		299.9 time, 300.3 real, 1143.7 MB
[runlim] sample:		309.9 time, 310.3 real, 1168.4 MB
[runlim] sample:		319.9 time, 320.3 real, 1241.1 MB
[runlim] sample:		329.9 time, 330.3 real, 1241.1 MB
[runlim] sample:		339.9 time, 340.3 real, 1313.6 MB
[runlim] sample:		349.9 time, 350.3 real, 1346.6 MB
[runlim] sample:		359.9 time, 360.3 real, 1346.6 MB
[runlim] sample:		369.9 time, 370.3 real, 1375.2 MB
[runlim] sample:		379.9 time, 380.3 real, 1389.9 MB
[runlim] sample:		389.9 time, 390.3 real, 1467.5 MB
[runlim] sample:		399.9 time, 400.3 real, 1467.5 MB
[runlim] sample:		409.9 time, 410.3 real, 1616.5 MB
[runlim] sample:		419.9 time, 420.3 real, 1652.3 MB
[runlim] sample:		429.9 time, 430.3 real, 1674.8 MB
[runlim] sample:		439.9 time, 440.3 real, 1808.3 MB
[runlim] sample:		449.9 time, 450.3 real, 1844.9 MB
[runlim] sample:		459.9 time, 460.3 real, 1844.9 MB
[runlim] sample:		469.9 time, 470.3 real, 1895.4 MB
[runlim] sample:		479.9 time, 480.3 real, 1925.4 MB
[runlim] sample:		489.9 time, 490.3 real, 2009.7 MB
[runlim] sample:		499.9 time, 500.3 real, 2009.7 MB
[runlim] end:			Fri Nov 20 18:19:33 2020
[runlim] status:		out of memory
[runlim] result:		3
[runlim] children:		0
[runlim] real:			505.02 seconds
[runlim] time:			504.63 seconds
[runlim] space:			2063.0 MB
[runlim] samples:		5047
