[runlim] version:		1.10
[runlim] time limit:		311040000 seconds
[runlim] real time limit:	2400 seconds
[runlim] space limit:		2048 MB
[runlim] argv[0]:		Probab.native
[runlim] argv[1]:		-single
[runlim] argv[2]:		-domain
[runlim] argv[3]:		polyhedra
[runlim] argv[4]:		/experiments/benchmarks-dimovski/Problem13_4.c
[runlim] start:			Fri Nov 20 17:53:50 2020
[runlim] main pid:		229
[runlim] sample:		10.0 time, 10.6 real, 306.4 MB
[runlim] sample:		20.0 time, 20.6 real, 386.3 MB
[runlim] sample:		30.0 time, 30.6 real, 488.9 MB
[runlim] sample:		40.0 time, 40.6 real, 540.4 MB
[runlim] sample:		49.9 time, 50.6 real, 540.4 MB
[runlim] sample:		59.9 time, 60.6 real, 614.9 MB
[runlim] sample:		69.9 time, 70.6 real, 614.9 MB
[runlim] sample:		79.9 time, 80.6 real, 593.4 MB
[runlim] sample:		89.9 time, 90.6 real, 593.4 MB
[runlim] sample:		99.9 time, 100.6 real, 662.5 MB
[runlim] sample:		109.9 time, 110.6 real, 662.5 MB
[runlim] sample:		119.9 time, 120.6 real, 675.4 MB
[runlim] sample:		129.9 time, 130.6 real, 700.1 MB
[runlim] sample:		139.9 time, 140.6 real, 700.1 MB
[runlim] sample:		149.9 time, 150.6 real, 675.7 MB
[runlim] sample:		159.9 time, 160.6 real, 724.6 MB
[runlim] sample:		169.9 time, 170.6 real, 786.8 MB
[runlim] sample:		179.9 time, 180.6 real, 786.8 MB
[runlim] sample:		189.9 time, 190.6 real, 846.3 MB
[runlim] sample:		199.9 time, 200.6 real, 846.3 MB
[runlim] sample:		209.9 time, 210.6 real, 848.4 MB
[runlim] sample:		219.9 time, 220.6 real, 913.9 MB
[runlim] sample:		229.9 time, 230.6 real, 913.9 MB
[runlim] sample:		239.9 time, 240.6 real, 960.0 MB
[runlim] sample:		249.9 time, 250.6 real, 989.7 MB
[runlim] sample:		259.9 time, 260.6 real, 989.7 MB
[runlim] sample:		269.9 time, 270.6 real, 994.8 MB
[runlim] sample:		279.9 time, 280.6 real, 1033.0 MB
[runlim] sample:		289.9 time, 290.6 real, 1143.6 MB
[runlim] sample:		299.9 time, 300.6 real, 1143.6 MB
[runlim] sample:		309.9 time, 310.6 real, 1168.3 MB
[runlim] sample:		319.9 time, 320.6 real, 1241.0 MB
[runlim] sample:		329.9 time, 330.6 real, 1241.0 MB
[runlim] sample:		339.9 time, 340.6 real, 1313.5 MB
[runlim] sample:		349.9 time, 350.6 real, 1346.5 MB
[runlim] sample:		359.9 time, 360.6 real, 1346.5 MB
[runlim] sample:		369.9 time, 370.6 real, 1375.1 MB
[runlim] sample:		379.9 time, 380.6 real, 1389.8 MB
[runlim] sample:		389.9 time, 390.6 real, 1467.4 MB
[runlim] sample:		399.9 time, 400.6 real, 1467.4 MB
[runlim] sample:		409.9 time, 410.6 real, 1589.8 MB
[runlim] sample:		419.9 time, 420.6 real, 1652.2 MB
[runlim] sample:		429.9 time, 430.6 real, 1674.7 MB
[runlim] sample:		439.9 time, 440.6 real, 1808.2 MB
[runlim] sample:		449.9 time, 450.6 real, 1844.8 MB
[runlim] sample:		459.9 time, 460.6 real, 1844.8 MB
[runlim] sample:		469.9 time, 470.6 real, 1895.3 MB
[runlim] sample:		479.9 time, 480.6 real, 1900.5 MB
[runlim] sample:		489.9 time, 490.6 real, 2009.6 MB
[runlim] sample:		499.8 time, 500.6 real, 2009.6 MB
[runlim] end:			Fri Nov 20 18:02:15 2020
[runlim] status:		out of memory
[runlim] result:		3
[runlim] children:		0
[runlim] real:			505.97 seconds
[runlim] time:			505.15 seconds
[runlim] space:			2057.0 MB
[runlim] samples:		5053
